p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.92E-80,0.460245114,0.901,0.828,3.42E-76,Uncilicated Epithelium RIF Vs Ctrl,HNRNPA3
2.15E-68,0.459594554,0.711,0.497,3.83E-64,Uncilicated Epithelium RIF Vs Ctrl,KLK11
1.83E-53,0.458435194,0.912,0.879,3.26E-49,Uncilicated Epithelium RIF Vs Ctrl,TUBB
1.47E-80,0.458279849,0.375,0.152,2.62E-76,Uncilicated Epithelium RIF Vs Ctrl,ZWINT
2.29E-80,0.457838945,0.895,0.785,4.10E-76,Uncilicated Epithelium RIF Vs Ctrl,TPM4
1.24E-52,0.457440392,0.637,0.456,2.22E-48,Uncilicated Epithelium RIF Vs Ctrl,CKS1B
6.70E-89,0.456582503,0.664,0.408,1.20E-84,Uncilicated Epithelium RIF Vs Ctrl,SNRPD3
2.33E-161,0.454437023,0.978,0.962,4.16E-157,Uncilicated Epithelium RIF Vs Ctrl,RPL22
6.60E-74,0.454428209,0.486,0.25,1.18E-69,Uncilicated Epithelium RIF Vs Ctrl,RARRES2
2.52E-65,0.453697761,0.826,0.697,4.50E-61,Uncilicated Epithelium RIF Vs Ctrl,SNRPB
1.66E-88,0.452946131,0.576,0.313,2.97E-84,Uncilicated Epithelium RIF Vs Ctrl,KIF9
4.72E-47,0.452067397,0.646,0.463,8.43E-43,Uncilicated Epithelium RIF Vs Ctrl,CDK2AP2
6.90E-95,0.451658685,0.468,0.195,1.23E-90,Uncilicated Epithelium RIF Vs Ctrl,SPDEF
3.99E-41,0.449916251,0.549,0.383,7.12E-37,Uncilicated Epithelium RIF Vs Ctrl,HSPH1
2.52E-63,0.447967603,0.896,0.815,4.50E-59,Uncilicated Epithelium RIF Vs Ctrl,HSPD1
5.11E-63,0.446351881,0.664,0.478,9.14E-59,Uncilicated Epithelium RIF Vs Ctrl,PA2G4
4.43E-82,0.445388863,0.832,0.694,7.92E-78,Uncilicated Epithelium RIF Vs Ctrl,UQCR11
2.02E-64,0.445334266,0.704,0.501,3.61E-60,Uncilicated Epithelium RIF Vs Ctrl,COX17
1.05E-105,0.444030668,0.95,0.926,1.88E-101,Uncilicated Epithelium RIF Vs Ctrl,TXN
1.00E-74,0.443592831,0.868,0.722,1.79E-70,Uncilicated Epithelium RIF Vs Ctrl,PTMS
9.98E-82,0.4434076,0.87,0.744,1.78E-77,Uncilicated Epithelium RIF Vs Ctrl,COX7B
5.36E-112,0.438756554,0.324,0.077,9.58E-108,Uncilicated Epithelium RIF Vs Ctrl,DPYSL2
2.99E-68,0.438732441,0.829,0.713,5.35E-64,Uncilicated Epithelium RIF Vs Ctrl,NDUFB2
4.23E-61,0.437600024,0.309,0.126,7.56E-57,Uncilicated Epithelium RIF Vs Ctrl,ANKRD33B
4.47E-65,0.432037342,0.831,0.733,7.99E-61,Uncilicated Epithelium RIF Vs Ctrl,MRPL51
3.29E-57,0.431235604,0.767,0.58,5.88E-53,Uncilicated Epithelium RIF Vs Ctrl,TRA2B
4.70E-45,0.430438229,0.719,0.562,8.40E-41,Uncilicated Epithelium RIF Vs Ctrl,TJP1
5.00E-63,0.428638548,0.82,0.666,8.94E-59,Uncilicated Epithelium RIF Vs Ctrl,JUP
6.88E-51,0.428002499,0.625,0.434,1.23E-46,Uncilicated Epithelium RIF Vs Ctrl,CFLAR
9.08E-63,0.427760015,0.685,0.504,1.62E-58,Uncilicated Epithelium RIF Vs Ctrl,LSM3
4.76E-64,0.427473389,0.509,0.284,8.50E-60,Uncilicated Epithelium RIF Vs Ctrl,IGFBP4
4.57E-86,0.426394164,0.933,0.952,8.17E-82,Uncilicated Epithelium RIF Vs Ctrl,RPL21
6.56E-28,0.426364917,0.328,0.197,1.17E-23,Uncilicated Epithelium RIF Vs Ctrl,DEFB1
1.57E-64,0.426322647,0.373,0.168,2.80E-60,Uncilicated Epithelium RIF Vs Ctrl,CAPN12
1.75E-70,0.425051999,0.445,0.207,3.13E-66,Uncilicated Epithelium RIF Vs Ctrl,GPRC5A
9.02E-78,0.424596093,0.884,0.818,1.61E-73,Uncilicated Epithelium RIF Vs Ctrl,APRT
0.201486581,0.423672506,0.953,0.962,1,Uncilicated Epithelium RIF Vs Ctrl,HSP90B1
9.32E-69,0.423541443,0.734,0.532,1.67E-64,Uncilicated Epithelium RIF Vs Ctrl,CDK2AP1
3.26E-70,0.423204763,0.862,0.793,5.83E-66,Uncilicated Epithelium RIF Vs Ctrl,COX8A
9.22E-69,0.422088184,0.743,0.544,1.65E-64,Uncilicated Epithelium RIF Vs Ctrl,TIMM8B
4.55E-70,0.421967652,0.615,0.374,8.13E-66,Uncilicated Epithelium RIF Vs Ctrl,SLC25A1
1.77E-53,0.421949777,0.823,0.736,3.16E-49,Uncilicated Epithelium RIF Vs Ctrl,C1QBP
8.01E-43,0.42139035,0.626,0.45,1.43E-38,Uncilicated Epithelium RIF Vs Ctrl,TNFRSF10B
7.96E-75,0.421039123,0.566,0.319,1.42E-70,Uncilicated Epithelium RIF Vs Ctrl,ENSG00000271793
8.59E-73,0.420543469,0.631,0.388,1.53E-68,Uncilicated Epithelium RIF Vs Ctrl,CSRP1
9.55E-21,0.420274422,0.573,0.441,1.71E-16,Uncilicated Epithelium RIF Vs Ctrl,CD55
6.24E-78,0.419981649,0.268,0.075,1.12E-73,Uncilicated Epithelium RIF Vs Ctrl,RGS6
3.66E-63,0.419815889,0.725,0.502,6.54E-59,Uncilicated Epithelium RIF Vs Ctrl,EMX2
4.10E-83,0.419410547,0.891,0.808,7.32E-79,Uncilicated Epithelium RIF Vs Ctrl,SNRPD2
4.38E-63,0.418423638,0.826,0.703,7.83E-59,Uncilicated Epithelium RIF Vs Ctrl,S100A13
1.40E-63,0.418081143,0.585,0.361,2.49E-59,Uncilicated Epithelium RIF Vs Ctrl,ANP32E
1.13E-72,0.417801532,0.439,0.214,2.02E-68,Uncilicated Epithelium RIF Vs Ctrl,MCM7
2.66E-65,0.417241732,0.881,0.815,4.75E-61,Uncilicated Epithelium RIF Vs Ctrl,TAGLN2
8.40E-41,0.415700504,0.431,0.266,1.50E-36,Uncilicated Epithelium RIF Vs Ctrl,EFNA1
2.30E-150,0.415467698,0.996,0.992,4.11E-146,Uncilicated Epithelium RIF Vs Ctrl,RPS2
7.24E-53,0.414038601,0.905,0.806,1.29E-48,Uncilicated Epithelium RIF Vs Ctrl,EHF
9.02E-63,0.412092221,0.495,0.267,1.61E-58,Uncilicated Epithelium RIF Vs Ctrl,LSS
1.89E-71,0.408719478,0.766,0.565,3.37E-67,Uncilicated Epithelium RIF Vs Ctrl,BZW1
4.23E-89,0.408693244,0.224,0.041,7.55E-85,Uncilicated Epithelium RIF Vs Ctrl,PLEKHS1
1.74E-70,0.407729257,0.652,0.423,3.11E-66,Uncilicated Epithelium RIF Vs Ctrl,TMEM238
2.17E-41,0.405755033,0.375,0.203,3.88E-37,Uncilicated Epithelium RIF Vs Ctrl,IFI27
2.21E-43,0.405738347,0.149,0.041,3.95E-39,Uncilicated Epithelium RIF Vs Ctrl,SLC7A8
2.69E-74,0.405660077,0.859,0.708,4.80E-70,Uncilicated Epithelium RIF Vs Ctrl,RPL31
1.19E-68,0.405300306,0.385,0.165,2.13E-64,Uncilicated Epithelium RIF Vs Ctrl,CADPS2
1.28E-42,0.403686295,0.688,0.549,2.29E-38,Uncilicated Epithelium RIF Vs Ctrl,DEK
1.46E-31,0.403012631,0.737,0.607,2.62E-27,Uncilicated Epithelium RIF Vs Ctrl,SNX9
1.55E-88,0.401382287,0.402,0.152,2.78E-84,Uncilicated Epithelium RIF Vs Ctrl,TMPRSS3
1.59E-91,0.400805516,0.349,0.115,2.85E-87,Uncilicated Epithelium RIF Vs Ctrl,FOSL1
1.25E-77,0.400159435,0.279,0.086,2.23E-73,Uncilicated Epithelium RIF Vs Ctrl,LIF
8.01E-57,0.399832546,0.863,0.744,1.43E-52,Uncilicated Epithelium RIF Vs Ctrl,DNAJA1
1.45E-48,0.398464165,0.427,0.243,2.59E-44,Uncilicated Epithelium RIF Vs Ctrl,PCNA
1.56E-53,0.39819944,0.581,0.387,2.78E-49,Uncilicated Epithelium RIF Vs Ctrl,RPA3
6.21E-53,0.397955536,0.596,0.397,1.11E-48,Uncilicated Epithelium RIF Vs Ctrl,TMX4
1.85E-69,0.39782494,0.323,0.125,3.30E-65,Uncilicated Epithelium RIF Vs Ctrl,NRARP
3.74E-28,0.397154807,0.745,0.634,6.69E-24,Uncilicated Epithelium RIF Vs Ctrl,SHROOM3
3.23E-110,0.39699766,0.998,1,5.76E-106,Uncilicated Epithelium RIF Vs Ctrl,ACTB
1.02E-79,0.396140897,0.423,0.181,1.82E-75,Uncilicated Epithelium RIF Vs Ctrl,TIPARP
7.91E-26,0.395913203,0.891,0.843,1.41E-21,Uncilicated Epithelium RIF Vs Ctrl,CALR
1.60E-41,0.39552409,0.939,0.876,2.85E-37,Uncilicated Epithelium RIF Vs Ctrl,FAM162A
9.87E-53,0.393186534,0.756,0.625,1.76E-48,Uncilicated Epithelium RIF Vs Ctrl,LSM5
2.26E-45,0.392544861,0.371,0.198,4.03E-41,Uncilicated Epithelium RIF Vs Ctrl,RASD1
5.35E-110,0.392488818,0.312,0.075,9.56E-106,Uncilicated Epithelium RIF Vs Ctrl,MYBL2
4.43E-91,0.392345896,0.393,0.149,7.91E-87,Uncilicated Epithelium RIF Vs Ctrl,IER5
1.99E-52,0.391108926,0.852,0.802,3.56E-48,Uncilicated Epithelium RIF Vs Ctrl,PSMA7
6.90E-78,0.390170498,0.407,0.177,1.23E-73,Uncilicated Epithelium RIF Vs Ctrl,TMEM97
4.95E-72,0.388974333,0.555,0.308,8.85E-68,Uncilicated Epithelium RIF Vs Ctrl,MAP2K3
1.80E-66,0.388645896,0.686,0.446,3.23E-62,Uncilicated Epithelium RIF Vs Ctrl,PGD
2.04E-63,0.38775527,0.713,0.508,3.65E-59,Uncilicated Epithelium RIF Vs Ctrl,RBM8A
4.22E-24,0.386792698,0.805,0.729,7.53E-20,Uncilicated Epithelium RIF Vs Ctrl,ZFP36L1
2.51E-50,0.386095504,0.391,0.205,4.49E-46,Uncilicated Epithelium RIF Vs Ctrl,LBH
1.03E-62,0.385739411,0.364,0.16,1.84E-58,Uncilicated Epithelium RIF Vs Ctrl,CROCC
2.31E-21,0.385687497,0.51,0.387,4.12E-17,Uncilicated Epithelium RIF Vs Ctrl,CRIM1
2.02E-58,0.385230071,0.832,0.72,3.61E-54,Uncilicated Epithelium RIF Vs Ctrl,NDUFC2
3.00E-75,0.385063163,0.545,0.304,5.37E-71,Uncilicated Epithelium RIF Vs Ctrl,BOLA3
3.60E-46,0.384989585,0.542,0.355,6.44E-42,Uncilicated Epithelium RIF Vs Ctrl,RBBP8
1.60E-48,0.384907075,0.694,0.508,2.86E-44,Uncilicated Epithelium RIF Vs Ctrl,SYAP1
5.44E-27,0.384807233,0.701,0.575,9.72E-23,Uncilicated Epithelium RIF Vs Ctrl,NEDD4L
2.83E-135,0.383741863,0.995,0.991,5.06E-131,Uncilicated Epithelium RIF Vs Ctrl,RPL39
3.12E-78,0.383195251,0.33,0.119,5.57E-74,Uncilicated Epithelium RIF Vs Ctrl,TACC3
8.29E-78,0.382987669,0.324,0.114,1.48E-73,Uncilicated Epithelium RIF Vs Ctrl,CCNB2
6.51E-40,0.38285958,0.889,0.834,1.16E-35,Uncilicated Epithelium RIF Vs Ctrl,CLDN4
9.73E-24,0.382279568,0.646,0.527,1.74E-19,Uncilicated Epithelium RIF Vs Ctrl,EGR1
8.07E-65,0.381423308,0.911,0.836,1.44E-60,Uncilicated Epithelium RIF Vs Ctrl,COX6B1
2.43E-83,0.380516919,0.942,0.899,4.34E-79,Uncilicated Epithelium RIF Vs Ctrl,OAZ1
9.27E-57,0.376572192,0.361,0.168,1.66E-52,Uncilicated Epithelium RIF Vs Ctrl,NR4A2
5.75E-93,0.375725862,0.316,0.093,1.03E-88,Uncilicated Epithelium RIF Vs Ctrl,MCM4
2.19E-61,0.375241715,0.883,0.823,3.91E-57,Uncilicated Epithelium RIF Vs Ctrl,LSM7
2.84E-33,0.374067626,0.655,0.481,5.07E-29,Uncilicated Epithelium RIF Vs Ctrl,SLC12A2
1.49E-40,0.373797543,0.726,0.593,2.66E-36,Uncilicated Epithelium RIF Vs Ctrl,SIVA1
8.55E-61,0.373188452,0.595,0.364,1.53E-56,Uncilicated Epithelium RIF Vs Ctrl,GLA
1.03E-75,0.3720839,0.406,0.171,1.84E-71,Uncilicated Epithelium RIF Vs Ctrl,PIGR
3.29E-62,0.371414912,0.897,0.832,5.87E-58,Uncilicated Epithelium RIF Vs Ctrl,NDUFS5
1.27E-42,0.371091003,0.582,0.391,2.27E-38,Uncilicated Epithelium RIF Vs Ctrl,DUSP6
2.31E-65,0.371061561,0.896,0.83,4.12E-61,Uncilicated Epithelium RIF Vs Ctrl,ATP5PF
4.85E-25,0.371042943,0.477,0.338,8.67E-21,Uncilicated Epithelium RIF Vs Ctrl,ZC3HAV1
1.66E-76,0.370651649,0.532,0.278,2.97E-72,Uncilicated Epithelium RIF Vs Ctrl,EMD
9.38E-43,0.370401276,0.701,0.562,1.68E-38,Uncilicated Epithelium RIF Vs Ctrl,NME1
6.11E-51,0.370191768,0.781,0.605,1.09E-46,Uncilicated Epithelium RIF Vs Ctrl,GPI
5.05E-43,0.370182587,0.571,0.381,9.02E-39,Uncilicated Epithelium RIF Vs Ctrl,F3
3.55E-62,0.369191942,0.52,0.301,6.34E-58,Uncilicated Epithelium RIF Vs Ctrl,ALYREF
2.41E-10,0.369180743,0.907,0.863,4.31E-06,Uncilicated Epithelium RIF Vs Ctrl,AGR2
1.43E-67,0.368964925,0.295,0.108,2.55E-63,Uncilicated Epithelium RIF Vs Ctrl,TPX2
2.80E-31,0.368824803,0.896,0.817,5.00E-27,Uncilicated Epithelium RIF Vs Ctrl,P4HB
3.11E-64,0.368155332,0.916,0.858,5.55E-60,Uncilicated Epithelium RIF Vs Ctrl,COX6C
7.96E-35,0.367327388,0.559,0.392,1.42E-30,Uncilicated Epithelium RIF Vs Ctrl,RIPK2
6.11E-85,0.367020372,0.364,0.131,1.09E-80,Uncilicated Epithelium RIF Vs Ctrl,NT5E
4.25E-53,0.366926318,0.681,0.482,7.59E-49,Uncilicated Epithelium RIF Vs Ctrl,TLE5
3.89E-52,0.366626466,0.896,0.808,6.95E-48,Uncilicated Epithelium RIF Vs Ctrl,SRSF3
1.08E-104,0.364774904,0.972,0.98,1.92E-100,Uncilicated Epithelium RIF Vs Ctrl,RPL35A
2.06E-77,0.364696937,0.267,0.077,3.68E-73,Uncilicated Epithelium RIF Vs Ctrl,DLGAP5
5.44E-75,0.364453567,0.282,0.09,9.72E-71,Uncilicated Epithelium RIF Vs Ctrl,ANLN
2.92E-48,0.364352738,0.699,0.526,5.21E-44,Uncilicated Epithelium RIF Vs Ctrl,PSMC4
7.98E-39,0.36435189,0.321,0.165,1.43E-34,Uncilicated Epithelium RIF Vs Ctrl,PTGS2
3.81E-67,0.364225525,0.357,0.153,6.80E-63,Uncilicated Epithelium RIF Vs Ctrl,UBE2T
5.39E-54,0.364128188,0.518,0.311,9.64E-50,Uncilicated Epithelium RIF Vs Ctrl,BAIAP2
2.04E-90,0.363490233,0.449,0.188,3.65E-86,Uncilicated Epithelium RIF Vs Ctrl,NUDT1
2.74E-72,0.363448337,0.318,0.112,4.89E-68,Uncilicated Epithelium RIF Vs Ctrl,SLCO1B3-SLCO1B7
1.03E-70,0.363072425,0.974,0.966,1.85E-66,Uncilicated Epithelium RIF Vs Ctrl,HSP90AB1
7.89E-93,0.362528838,0.237,0.045,1.41E-88,Uncilicated Epithelium RIF Vs Ctrl,E2F7
1.62E-24,0.36166729,0.82,0.736,2.89E-20,Uncilicated Epithelium RIF Vs Ctrl,SORBS2
1.62E-53,0.359906966,0.802,0.685,2.90E-49,Uncilicated Epithelium RIF Vs Ctrl,NDUFA11
1.30E-100,0.359496254,0.986,0.981,2.32E-96,Uncilicated Epithelium RIF Vs Ctrl,MYL6
7.75E-71,0.359242987,0.264,0.081,1.39E-66,Uncilicated Epithelium RIF Vs Ctrl,RRM2
1.62E-67,0.358325245,0.516,0.281,2.89E-63,Uncilicated Epithelium RIF Vs Ctrl,SNRNP25
1.08E-56,0.358143937,0.64,0.428,1.94E-52,Uncilicated Epithelium RIF Vs Ctrl,MRPL18
2.25E-50,0.357422828,0.618,0.427,4.02E-46,Uncilicated Epithelium RIF Vs Ctrl,FAM136A
2.38E-70,0.357369268,0.914,0.856,4.26E-66,Uncilicated Epithelium RIF Vs Ctrl,UQCRB
1.69E-85,0.356849081,0.274,0.072,3.01E-81,Uncilicated Epithelium RIF Vs Ctrl,HMMR
7.13E-59,0.356391113,0.696,0.49,1.27E-54,Uncilicated Epithelium RIF Vs Ctrl,DPM3
3.83E-55,0.356312777,0.527,0.327,6.85E-51,Uncilicated Epithelium RIF Vs Ctrl,UQCC2
8.28E-58,0.355852359,0.477,0.249,1.48E-53,Uncilicated Epithelium RIF Vs Ctrl,HLA-DRA
3.47E-45,0.35399743,0.594,0.403,6.21E-41,Uncilicated Epithelium RIF Vs Ctrl,DNAJB1
1.44E-68,0.353594694,0.185,0.037,2.57E-64,Uncilicated Epithelium RIF Vs Ctrl,TSPAN8
4.25E-53,0.353197911,0.493,0.29,7.60E-49,Uncilicated Epithelium RIF Vs Ctrl,SMC1A
3.62E-56,0.353077134,0.367,0.174,6.46E-52,Uncilicated Epithelium RIF Vs Ctrl,GALNT10
1.41E-84,0.352806686,0.404,0.164,2.52E-80,Uncilicated Epithelium RIF Vs Ctrl,SVIP
9.62E-55,0.352432262,0.516,0.308,1.72E-50,Uncilicated Epithelium RIF Vs Ctrl,TIMM10
1.42E-60,0.352013624,0.346,0.149,2.54E-56,Uncilicated Epithelium RIF Vs Ctrl,NUAK2
2.94E-45,0.351146784,0.857,0.779,5.26E-41,Uncilicated Epithelium RIF Vs Ctrl,TRMT112
2.36E-93,0.351094314,0.18,0.016,4.21E-89,Uncilicated Epithelium RIF Vs Ctrl,KLF2
1.47E-57,0.350944665,0.21,0.062,2.62E-53,Uncilicated Epithelium RIF Vs Ctrl,IL1B
7.05E-12,0.350478103,0.552,0.453,1.26E-07,Uncilicated Epithelium RIF Vs Ctrl,LAMC2
9.71E-45,0.349986829,0.687,0.548,1.74E-40,Uncilicated Epithelium RIF Vs Ctrl,NDUFAF8
1.56E-70,0.348282262,0.248,0.072,2.78E-66,Uncilicated Epithelium RIF Vs Ctrl,RGCC
5.43E-08,0.348154687,0.536,0.44,0.000971154,Uncilicated Epithelium RIF Vs Ctrl,DNAJC3
1.47E-24,0.348149818,0.774,0.677,2.63E-20,Uncilicated Epithelium RIF Vs Ctrl,RAB7A
7.86E-50,0.346707764,0.411,0.218,1.40E-45,Uncilicated Epithelium RIF Vs Ctrl,RBM22
2.47E-29,0.34596694,0.675,0.511,4.42E-25,Uncilicated Epithelium RIF Vs Ctrl,SELENOS
4.98E-69,0.345939799,0.541,0.292,8.90E-65,Uncilicated Epithelium RIF Vs Ctrl,MTLN
8.69E-65,0.34589876,0.485,0.255,1.55E-60,Uncilicated Epithelium RIF Vs Ctrl,PIR
5.11E-43,0.345566981,0.193,0.069,9.12E-39,Uncilicated Epithelium RIF Vs Ctrl,NNMT
1.03E-34,0.345529027,0.482,0.309,1.85E-30,Uncilicated Epithelium RIF Vs Ctrl,NCOA7
4.96E-60,0.345293334,0.449,0.234,8.86E-56,Uncilicated Epithelium RIF Vs Ctrl,RELB
1.13E-53,0.345115513,0.562,0.342,2.02E-49,Uncilicated Epithelium RIF Vs Ctrl,C19orf33
7.16E-31,0.345033888,0.636,0.473,1.28E-26,Uncilicated Epithelium RIF Vs Ctrl,MT-ATP8
4.10E-31,0.344732431,0.731,0.615,7.33E-27,Uncilicated Epithelium RIF Vs Ctrl,SERPINB1
2.81E-51,0.344324211,0.682,0.467,5.03E-47,Uncilicated Epithelium RIF Vs Ctrl,ACSL3
2.07E-22,0.344123555,0.727,0.626,3.70E-18,Uncilicated Epithelium RIF Vs Ctrl,PNRC1
3.89E-53,0.343658473,0.788,0.628,6.95E-49,Uncilicated Epithelium RIF Vs Ctrl,PSMA3
3.31E-22,0.34235993,0.615,0.485,5.92E-18,Uncilicated Epithelium RIF Vs Ctrl,RNF19A
9.43E-41,0.342165689,0.939,0.917,1.68E-36,Uncilicated Epithelium RIF Vs Ctrl,SEC61B
1.68E-16,0.342033506,0.779,0.715,3.00E-12,Uncilicated Epithelium RIF Vs Ctrl,CEBPD
2.51E-41,0.340490366,0.538,0.353,4.48E-37,Uncilicated Epithelium RIF Vs Ctrl,SPAG1
1.59E-97,0.339278613,0.244,0.044,2.84E-93,Uncilicated Epithelium RIF Vs Ctrl,TUSC3
7.88E-64,0.338380497,0.544,0.306,1.41E-59,Uncilicated Epithelium RIF Vs Ctrl,MMAB
7.52E-55,0.337743407,0.854,0.752,1.34E-50,Uncilicated Epithelium RIF Vs Ctrl,POLR2H
8.90E-72,0.33751011,0.378,0.152,1.59E-67,Uncilicated Epithelium RIF Vs Ctrl,PHLDA1
1.88E-41,0.337379069,0.593,0.409,3.36E-37,Uncilicated Epithelium RIF Vs Ctrl,EMP2
1.09E-47,0.337376054,0.715,0.549,1.94E-43,Uncilicated Epithelium RIF Vs Ctrl,NDUFB8
2.68E-39,0.33732637,0.743,0.602,4.78E-35,Uncilicated Epithelium RIF Vs Ctrl,RGS10
6.64E-31,0.335674327,0.843,0.722,1.19E-26,Uncilicated Epithelium RIF Vs Ctrl,RBBP7
5.86E-48,0.335532935,0.394,0.207,1.05E-43,Uncilicated Epithelium RIF Vs Ctrl,APOO
1.78E-50,0.335043423,0.244,0.092,3.17E-46,Uncilicated Epithelium RIF Vs Ctrl,CDK1
7.74E-44,0.334511875,0.821,0.697,1.38E-39,Uncilicated Epithelium RIF Vs Ctrl,PCBD1
6.66E-85,0.33408977,0.26,0.065,1.19E-80,Uncilicated Epithelium RIF Vs Ctrl,CDCA3
2.47E-66,0.333317019,0.364,0.16,4.41E-62,Uncilicated Epithelium RIF Vs Ctrl,RRM1
1.31E-60,0.333312305,0.455,0.233,2.34E-56,Uncilicated Epithelium RIF Vs Ctrl,SYVN1
3.15E-33,0.333140916,0.478,0.315,5.63E-29,Uncilicated Epithelium RIF Vs Ctrl,SGMS2
4.24E-42,0.33263521,0.433,0.26,7.59E-38,Uncilicated Epithelium RIF Vs Ctrl,SMC4
7.91E-42,0.332027509,0.331,0.166,1.41E-37,Uncilicated Epithelium RIF Vs Ctrl,NUCB2
4.37E-46,0.331447211,0.507,0.316,7.81E-42,Uncilicated Epithelium RIF Vs Ctrl,CNN2
2.00E-11,0.331285284,0.725,0.625,3.58E-07,Uncilicated Epithelium RIF Vs Ctrl,EGLN3
9.64E-73,0.330615188,0.965,0.95,1.72E-68,Uncilicated Epithelium RIF Vs Ctrl,PRDX1
2.81E-111,0.330129592,0.988,0.986,5.03E-107,Uncilicated Epithelium RIF Vs Ctrl,RPL36
7.98E-46,0.329959264,0.479,0.276,1.43E-41,Uncilicated Epithelium RIF Vs Ctrl,IDO1
5.02E-49,0.329902627,0.57,0.367,8.97E-45,Uncilicated Epithelium RIF Vs Ctrl,PSMC3
4.16E-30,0.329793446,0.535,0.382,7.44E-26,Uncilicated Epithelium RIF Vs Ctrl,RCC1
3.27E-40,0.329304919,0.561,0.391,5.85E-36,Uncilicated Epithelium RIF Vs Ctrl,TMEM106C
1.41E-60,0.329113281,0.305,0.121,2.53E-56,Uncilicated Epithelium RIF Vs Ctrl,PNPLA3
2.15E-44,0.328813013,0.706,0.544,3.84E-40,Uncilicated Epithelium RIF Vs Ctrl,HDGF
3.51E-58,0.328222515,0.916,0.869,6.27E-54,Uncilicated Epithelium RIF Vs Ctrl,COX5B
3.95E-37,0.328036361,0.541,0.357,7.05E-33,Uncilicated Epithelium RIF Vs Ctrl,ACLY
4.67E-47,0.327647829,0.799,0.624,8.35E-43,Uncilicated Epithelium RIF Vs Ctrl,EIF2S2
1.86E-46,0.327264245,0.655,0.465,3.32E-42,Uncilicated Epithelium RIF Vs Ctrl,NOL7
2.14E-44,0.32593742,0.758,0.614,3.83E-40,Uncilicated Epithelium RIF Vs Ctrl,MRPL57
2.76E-51,0.325158616,0.657,0.462,4.93E-47,Uncilicated Epithelium RIF Vs Ctrl,FKBP3
7.12E-44,0.324212432,0.815,0.731,1.27E-39,Uncilicated Epithelium RIF Vs Ctrl,MRPL20
1.13E-29,0.323984708,0.716,0.564,2.02E-25,Uncilicated Epithelium RIF Vs Ctrl,RPN1
7.85E-30,0.323815668,0.131,0.044,1.40E-25,Uncilicated Epithelium RIF Vs Ctrl,ANKRD1
8.19E-27,0.323581417,0.739,0.577,1.46E-22,Uncilicated Epithelium RIF Vs Ctrl,TES
4.97E-28,0.322778119,0.47,0.326,8.89E-24,Uncilicated Epithelium RIF Vs Ctrl,SLC45A4
3.85E-35,0.322040059,0.574,0.406,6.88E-31,Uncilicated Epithelium RIF Vs Ctrl,BUB3
4.84E-15,0.321867642,0.742,0.646,8.66E-11,Uncilicated Epithelium RIF Vs Ctrl,SORL1
4.04E-93,0.321256503,0.972,0.987,7.22E-89,Uncilicated Epithelium RIF Vs Ctrl,RPS21
2.79E-20,0.320730157,0.521,0.39,4.98E-16,Uncilicated Epithelium RIF Vs Ctrl,SIK2
7.67E-45,0.320417076,0.882,0.773,1.37E-40,Uncilicated Epithelium RIF Vs Ctrl,ANXA5
9.42E-68,0.320296331,0.242,0.07,1.68E-63,Uncilicated Epithelium RIF Vs Ctrl,AURKB
1.27E-26,0.320208374,0.397,0.251,2.27E-22,Uncilicated Epithelium RIF Vs Ctrl,CREB3L1
1.87E-52,0.320167575,0.378,0.193,3.33E-48,Uncilicated Epithelium RIF Vs Ctrl,LMNB2
2.69E-62,0.319102165,0.354,0.148,4.80E-58,Uncilicated Epithelium RIF Vs Ctrl,MCTP1
2.13E-78,0.318832537,0.996,0.997,3.81E-74,Uncilicated Epithelium RIF Vs Ctrl,ACTG1
2.63E-31,0.318791772,0.687,0.536,4.70E-27,Uncilicated Epithelium RIF Vs Ctrl,TNIP1
8.26E-53,0.31453859,0.568,0.358,1.48E-48,Uncilicated Epithelium RIF Vs Ctrl,MPC1
7.80E-33,0.313638458,0.794,0.7,1.39E-28,Uncilicated Epithelium RIF Vs Ctrl,BANF1
2.79E-41,0.312879348,0.627,0.451,4.98E-37,Uncilicated Epithelium RIF Vs Ctrl,FBL
5.51E-67,0.312817855,0.953,0.931,9.84E-63,Uncilicated Epithelium RIF Vs Ctrl,YBX1
9.74E-38,0.312810538,0.94,0.892,1.74E-33,Uncilicated Epithelium RIF Vs Ctrl,HNRNPC
2.71E-47,0.312658745,0.74,0.584,4.85E-43,Uncilicated Epithelium RIF Vs Ctrl,NUTF2
1.73E-70,0.312570904,0.961,0.966,3.09E-66,Uncilicated Epithelium RIF Vs Ctrl,CHCHD2
1.22E-74,0.310533776,0.189,0.034,2.18E-70,Uncilicated Epithelium RIF Vs Ctrl,NFATC1
3.63E-32,0.3100669,0.764,0.644,6.48E-28,Uncilicated Epithelium RIF Vs Ctrl,UQCRH
7.11E-42,0.309834973,0.327,0.166,1.27E-37,Uncilicated Epithelium RIF Vs Ctrl,KIF26B
1.85E-45,0.309074854,0.364,0.19,3.30E-41,Uncilicated Epithelium RIF Vs Ctrl,SFTA2
4.80E-46,0.308994137,0.662,0.468,8.58E-42,Uncilicated Epithelium RIF Vs Ctrl,POLR2J
4.33E-17,0.308905668,0.93,0.888,7.73E-13,Uncilicated Epithelium RIF Vs Ctrl,S100A4
